chassi,pps,percentil_tiktok,percentil_nps,percentil_visits,percentil_snapon,percentil_mystery,percentil_chatbot,percentil_download
LC0CE4CC6T0003636,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC9T0003999,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC5T0003580,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC8T0002097,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC8T0003458,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC5T0004356,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CCXT0001484,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CCXT0002084,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013431,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C41T0013568,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C76C48T0012501,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013512,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C43T0012521,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C4XT0012368,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C45T0014013,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013445,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C47T0011629,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C49T0012488,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C47T0014000,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013980,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013557,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013459,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C43T0013524,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C48T0013308,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C48T0013325,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0014014,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C48T0013311,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013994,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C49T0013785,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C4XT0012841,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C40T0011049,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C44T0011006,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C45T0011547,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C76C46T0010990,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C45T0011516,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C47T0011775,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C46T0011914,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C46T0011881,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C48T0019206,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C76C42T0014843,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0019276,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C48T0015558,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C49T0014743,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C48T0019285,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C48T0011879,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C49T0014824,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C48T0015639,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C47T0011887,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C49T0019909,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C48T0019254,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C41T0015465,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C4XT0015643,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C76C44T0011054,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C76C44T0011040,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C76C45T0013329,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C48T0010019,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C4XT0012824,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C76C4XT0012953,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C4XT0013780,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C4XT0013732,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C41T0010993,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C47T0011601,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C4XT0013794,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C4XT0012922,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C47T0010805,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C47T0011873,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C4XT0013763,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C4XT0012872,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C4XT0013987,"R$ 175.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0C76C40T0015487,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013462,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C76C42T0015572,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C76C47T0013560,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C76C47T0013509,"R$ 175.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LGXC74C46T0031288,"R$ 249.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CB1T0000814,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB1T0000554,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC4T0003702,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC7T0005458,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CCXT0005468,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC4T0003571,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC4T0003912,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0005346,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CCXT0002201,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0003466,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0002043,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC4T0003117,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB4S0002216,"R$ 184.800,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CB0T4001686,"R$ 182.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB5T4001697,"R$ 182.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C48T5016037,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C4XT5023748,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C41T5023685,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C4XT5023703,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C4XT5023734,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C4XT5023278,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C4XT5023698,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C4XT5020400,"R$ 199.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C43T5023705,"R$ 199.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C4XT5019327,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C42T5022772,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C42T5023680,"R$ 199.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C42T5023856,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C41T5023931,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C43T5019508,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C44T5025785,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C47T5020533,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C47T5020659,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C40T5024780,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C4XT5024706,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C43T5020819,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C41T5024819,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C44T5016276,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C45T5015752,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C43T5016396,"R$ 199.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C43T5015734,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C45T5016254,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C46T5015758,"R$ 199.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C44T5016312,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C45T5015721,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C41T5016333,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C41T5016400,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C41T5016316,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C4XT5020283,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C42T5023677,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C4XT5018291,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB1T0000683,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB1T0000733,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB1T0000618,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB8T4001662,"R$ 182.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB6T4001806,"R$ 182.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CBXT4001355,"R$ 182.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB6T4001563,"R$ 182.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC4T0006549,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC4T0006809,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006521,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC4T0006910,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC9T0004991,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006888,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006518,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC8T0007591,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006826,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC9T0004974,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC9T0004960,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC8T0007526,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC9T0004439,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC9T0004456,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006938,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC8T0007560,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC7T0006562,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB6T0012182,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC8T0007543,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC9T0004361,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC8T0007557,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC9T0004408,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC9T0004425,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC9T0004389,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006857,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006891,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006924,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC4T0006602,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC4T0006535,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC4T0006583,"R$ 149.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CC7T0006979,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC7T0006884,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC7T0006433,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC7T0006576,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC7T0006416,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CC7T0006593,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CC7T0006965,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0006402,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0006870,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0006867,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0006948,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0006559,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0006982,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CC7T0006397,"R$ 149.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB5T4002008,"R$ 182.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CB9T4002304,"R$ 182.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00200000","0,00200000","0,00100000"
LC0CE4CB8T4002214,"R$ 182.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C40T5019935,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C40T5016291,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C40T5016243,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C42T5016437,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C43T5016253,"R$ 199.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C45T5016318,"R$ 199.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C42T5016258,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0C74C42T5016261,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C40T5016369,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C40T5016761,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0C74C41T5016204,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0C74C40T5020311,"R$ 199.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB5T0012318,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB6T0012313,"R$ 235.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CB5T0012335,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CB0T0012324,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB1T0012106,"R$ 235.990,00","0,00300000","0,00000000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CB0T0012338,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB0T0012341,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CB1T0012090,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB7T0012076,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB8T0012216,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CB8T0012281,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00000000"
LC0CE4CB8T0012278,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB8T0012264,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB3T0012317,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
LC0CE4CB4T0012083,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00200000","0,00000000","0,00100000"
LC0CE4CB4T0012133,"R$ 235.990,00","0,00300000","0,00300000","0,00100000","0,00300000","0,00000000","0,00000000","0,00100000"
