idnfsexterno,dta_emplacamento
A251278511V210,21/11/2025
A251278551V210,
A251278581V210,
A251278591V210,24/11/2025
A25633531V210,24/11/2025
A25633551V210,19/11/2025
A25754521V210,26/11/2025
A251279061V210,26/11/2025
A25419071V210,
A25633591V210,
A25754541V210,
A251279091V210,
A25419091V210,
A25419101V210,
A251279101V210,26/11/2025
A25523751V210,21/11/2025
A25523761V210,
A25754621V210,21/11/2025
A2596461V210,25/11/2025
A25342131V210,27/11/2025
A251279161V210,
A251279171V210,25/11/2025
A2596471V210,24/11/2025
A251279211V210,25/11/2025
A251279221V210,25/11/2025
A251279311V210,
A251279331V210,24/11/2025
A25342191V210,26/11/2025
A251279361V210,21/11/2025
A25754671V210,20/11/2025
A251279371V210,
A25754681V210,21/11/2025
A25342211V210,21/11/2025
A25258141V210,25/11/2025
A25258171V210,25/11/2025
A251279521V210,
A251279671V210,24/11/2025
A25342221V210,26/11/2025
A25419131V210,21/11/2025
A25342241V210,24/11/2025
A251280031V210,
A25633761V210,27/11/2025
A2584581V210,27/11/2025
A251280041V210,28/11/2025
A2512014516321VD,
A25258331V210,24/11/2025
A25342251V070,
A25342261V210,
A2584621V210,28/11/2025
A25258351V210,24/11/2025
A25633841V210,
A25754951V210,28/11/2025
A251280421V210,27/11/2025
A25633941V210,24/11/2025
A2596531V210,28/11/2025
A251280681V210,
A25634001V210,27/11/2025
A25755031V210,26/11/2025
A25634011V210,28/11/2025
A25634021V210,28/11/2025
A251281021V210,28/11/2025
A25342351V210,
A251281061V210,27/11/2025
A25342361V210,25/11/2025
A25755071V210,26/11/2025
A25755081V210,26/11/2025
A251281151V210,28/11/2025
A25342381V210,
A25342391V210,27/11/2025
A25634091V210,
A25258631V210,25/11/2025
A25342401V210,25/11/2025
A25419251V210,25/11/2025
A251281291V210,26/11/2025
A25755181V210,
A251281301V210,24/11/2025
A25342411V210,28/11/2025
A25755191V210,26/11/2025
A25342421V210,
A25342431V210,
A25258651V210,26/11/2025
A25258661V210,27/11/2025
A251281361V210,26/11/2025
A25755211V210,26/11/2025
A25342441V210,
A25755221V210,25/11/2025
A2584771V210,27/11/2025
A2584781V210,
A25258701V210,25/11/2025
A25342451V210,28/11/2025
A25342461V210,28/11/2025
A25258721V210,25/11/2025
A25524021V210,25/11/2025
A25342471V210,
A25342481V210,
A25755241V210,26/11/2025
A25342511V210,28/11/2025
A25634161V070,
A25755271V070,28/11/2025
A251281641V210,28/11/2025
A25634181V210,
A25342581V210,29/11/2025
A25634201V210,
A251281761V210,
A25419271V210,26/11/2025
A25755311V210,26/11/2025
A25342611V210,
A251281821V210,28/11/2025
A25634241V210,28/11/2025
A25524111V210,26/11/2025
A25258801V210,25/11/2025
A2584831V210,
A25258811V210,25/11/2025
A25258821V210,26/11/2025
A251281901V210,25/11/2025
A25634251V210,
A25634261V210,
A25258831V210,25/11/2025
A25123122516422VD,
A25258841V210,
A25755371V210,
A25524141V210,27/11/2025
A25634281V070,
A25755391V210,
A25258951V210,27/11/2025
A25342641V210,
A25419301V210,
A25755401V210,26/11/2025
A251282191V210,
A251282201V210,27/11/2025
A25755411V210,26/11/2025
A25755461V210,28/11/2025
A25755471V210,28/11/2025
A25342651V210,28/11/2025
A25342661V210,27/11/2025
A25342671V210,
A25755491V210,27/11/2025
A25342681V210,28/11/2025
A251282451V070,
A25634331V210,
A25634351V210,27/11/2025
A25755511V210,
A25634361V210,27/11/2025
A25259031V210,28/11/2025
A25342691V210,28/11/2025
A251282511V210,
A2584881V210,29/11/2025
A2596671V210,
A251282581V210,27/11/2025
A251282591V070,27/11/2025
A2584891V210,27/11/2025
A25419341V210,26/11/2025
A25259091V210,
A25634401V210,27/11/2025
A25755571V210,
A2584911V210,
A25755581V210,28/11/2025
A25634411V210,
A25419361V210,
A25524241V210,27/11/2025
A25342721V210,
A25259131V210,
A25755641V210,26/11/2025
A25259181V210,27/11/2025
A25634471V210,
A25342741V210,
A25342751V210,
A251205297516662VD,
A251204145516600VD,
A251203962516572VD,
A25123272516567VD,
A251204146516609VD,
A25634491V210,
A2584941V210,
A251282951V210,27/11/2025
A25342761V210,
A25634511V210,27/11/2025
A25342771V210,28/11/2025
A25634521V210,27/11/2025
A25342781V210,
A25259221V210,27/11/2025
A251282981V210,
A251283071V210,
A25342791V070,
A25524391V210,
A25634581V210,
A25259281V210,27/11/2025
A2584951V210,
A25755731V210,
A2596741V210,28/11/2025
A25634601V210,
A25342801V210,27/11/2025
A25755741V210,28/11/2025
A25259321V210,28/11/2025
A25755751V210,
A2596761V210,
A25259341V210,
A25524471V210,27/11/2025
A25342861V210,
A25259381V210,27/11/2025
A25634631V210,
A25342901V210,29/11/2025
A25342921V210,
A25755801V210,28/11/2025
A2596801V210,
A25123366516495VD,
A25634641V210,
A25342941V210,
A251283401V210,28/11/2025
A25342961V210,28/11/2025
A25342971V210,28/11/2025
A25419391V210,
A251283441V210,
A251283481V210,
A2584991V210,
A25524481V210,27/11/2025
A251283511V210,
A25259461V210,
A25343011V210,
A251283591V210,28/11/2025
A251283631V210,
A25755871V210,
A25634681V210,
A2585001V210,28/11/2025
A25755891V210,28/11/2025
A25634701V210,28/11/2025
A25419401V210,
A251283711V210,28/11/2025
A25755911V210,
A25755921V210,28/11/2025
A25755931V210,
A25755941V210,28/11/2025
A25755951V210,28/11/2025
A25419411V210,
A25755961V210,
A25259531V210,
A251283841V210,
A251283851V210,
A25259551V210,28/11/2025
A251283861V210,
A25634731V210,
A25259561V210,
A25338141V210,13/10/2025
A25338221V210,09/10/2025
A25338291V210,10/10/2025
A25338411V210,21/10/2025
A251258411V210,21/10/2025
A25252761V210,14/10/2025
A251259891V210,16/10/2025
A25749441V210,23/10/2025
A2583711V210,20/10/2025
A2583841V210,11/11/2025
A25751471V210,31/10/2025
A2584131V210,12/11/2025
A2584201V210,05/11/2025
A251283881V210,
A25343051V210,28/11/2025
A251283931V210,
A25259591V210,
A25419431V210,
A251284021V210,
A251284041V210,
A25524621V210,
A2585021V210,
A25259601V210,
A25343061V070,
A25343071V210,
A25259611V210,
A25634761V210,
A251284051V210,
A251284061V210,
A25343091V070,29/11/2025
A25259671V210,
A2596901V210,28/11/2025
A25343131V210,
A25634801V210,
A25419451V210,
A25756041V210,28/11/2025
A25259701V210,
A251284221V210,
A25343171V210,
A25343181V210,
A25259731V210,
A251284231V210,
A251284241V210,
A25756051V210,
A25634831V210,
A2585061V210,
A25634841V210,
A25419481V210,
A2585071V210,
A25343211V210,
A25419491V210,
A25634861V210,
A25343231V210,
A25756141V210,
A251284371V210,
A251284391V210,
A25524671V210,28/11/2025
A25343241V210,
A25259781V210,
A25343251V210,
A25259811V210,
A25259821V210,
A25634871V210,
A25259841V210,
A25756181V070,
A25634891V210,
A25343261V070,29/11/2025
A25634901V210,
A25419501V210,
A25343281V070,
A25756201V210,
A25419521V210,
A2585101V210,
A251284631V210,
A251284641V210,
A251284671V210,
A251284721V210,28/11/2025
A251284731V210,
A25343291V210,
A25634931V210,
A25524701V210,28/11/2025
A25343301V210,29/11/2025
A25259951V210,
A25259961V210,
A251284821V210,
A25343321V210,
A25343331V210,28/11/2025
A25756251V210,28/11/2025
A25524711V210,
A25756291V210,
A251284841V210,
A251284851V210,
A2514035516672VD,
A251206347516926VD,
A251206331516918VD,
A252377453879VD,
A252377553880VD,
A2514039516479VD,
A251204137516636VD,
A2514022516743VD,
A25123460516718VD,
A251205742516795VD,
A2514581516737VD,
A251204009516634VD,
A2514582516734VD,
A251284861V210,
A251284871V210,
A25756311V210,
A25756321V210,
A25756331V210,
A25343351V210,
A25634981V210,
A25756351V210,
A251285061V210,
A251285121V210,
A25635021V210,
A25343391V210,
A251285171V210,
A25756371V210,
A25260071V210,
A251285181V210,
A25756381V210,
A25635051V210,
A25343411V210,
A251285201V210,
A2596991V210,
A25343421V210,29/11/2025
A25260091V210,
A25343431V210,
A25343441V210,
A25343451V210,
A25524831V210,
A25419581V210,
A251285211V210,
A25260111V210,
A25635091V210,
A25756451V210,
A25343471V210,
A25343481V210,
A25635111V210,
A25260161V210,
A25635121V210,
A25343511V210,
A25524871V210,
A25419601V210,
A25756541V210,
A251285401V210,
A25756611V210,
A25756621V210,
A2585161V210,
A25756631V210,
A25343561V210,
A25260241V210,
A25343571V210,
A25260261V210,
A25343581V210,29/11/2025
A25756641V210,
A25343591V210,
A251285511V210,
A25343601V210,
A25524961V210,
A25524971V210,
A25635171V210,
A25524991V210,28/11/2025
A251285561V210,
A25525001V210,
A2585191V210,
A251285631V070,
A25756691V210,
A251285671V210,
A25756711V210,
A25756721V210,
A251285701V210,
A25125652516842VD,
A25125653516845VD,
A25125650516850VD,
A25125651516843VD,
A2551650751793VD,
A25122903516477VD,
A25125649516849VD,
A2515625516878VD,
A2522507353952VD,
A25125646516844VD,
A25124922516841VD,
A25125645516846VD,
A25125648516848VD,
A25125647516847VD,
A2585201V210,
A251285751V210,
A251285811V070,
A25343691V210,
A25756801V210,
A25343701V210,
A251285831V210,
A25419631V210,
A25419641V210,
A251285901V210,
A251285961V210,
A251285981V210,
A25419651V210,
A25635331V210,
A25635341V210,
A25756841V210,
A251286071V210,
A25343761V210,
A25343771V210,
A25260731V210,
A25756881V210,
A25260741V210,
A251286211V210,
A251286221V210,
A25419671V210,
A25260751V210,
A25419681V210,
A25756901V210,
A25260781V210,
A25419691V210,
A25635351V210,
A251286261V210,
A25343781V210,
A251286271V210,
A25635361V210,
A251286291V210,
A25343801V210,
A251286301V210,
A25419721V210,
A251286311V210,
A25260791V210,
A251286321V210,
A25343811V210,
A25260801V210,
A25635381V210,
A25343821V210,
A25260811V210,
A25343831V210,
A25756941V210,
A25525151V210,
A25525161V210,
A25260821V210,
A25260831V210,
A251286371V210,
A251286381V210,
A25419731V210,
A25343881V210,
A25260851V210,
A251286391V210,
A25260861V210,
A2585271V210,
A25260871V210,
A25260881V210,
A25260891V210,
A25343901V210,
A25343911V210,
A25260901V210,
A251286401V210,
A251286411V210,
A25419751V210,
A251286421V210,
A25343921V210,
A25260911V210,
A251286431V210,
A25343931V210,
A25756961V210,
A25635391V210,
A251286441V210,
A251286451V210,
A25756971V210,
A25756981V210,
A251286461V210,
A25525181V210,
A25635401V210,
A25419771V210,
A25419781V210,
A25343941V210,
A251286481V210,
A25635411V210,
A251286511V210,
A25757011V210,
A251286551V210,
A2585311V210,
A25343961V210,
A25525191V210,
A2585321V210,
A251286561V210,
A251286571V210,
A25261011V210,
A25757041V210,
A251286601V210,
A25635421V210,
A251286611V210,
A25757061V210,
A251286621V210,
A251286631V210,
A25757081V210,
A251286641V210,
A25343991V210,
A25344001V210,
A25757101V210,
A251286651V210,
A25344011V210,
A25757111V210,
A251286661V210,
A25757121V210,
A25757131V210,
A25344021V210,
A25757141V210,
A25525211V210,
A25344031V210,
A251286671V210,
A2585341V210,
A25261061V210,
A25344041V210,
A251286681V210,
A25344051V210,
A251286691V210,
A25344061V210,
A251286701V210,
A25261071V210,
A25344071V210,
A25525221V210,
A251286711V210,
A25635441V210,
A25757161V210,
A2597141V210,
A251286721V210,
A25344081V210,
A25525231V210,
A251286731V210,
A25525241V210,
A25344091V210,
A25261091V210,
A25757181V210,
A25344101V210,
A2585351V210,
A25344111V210,
A25261101V210,
A2585361V210,
A251286741V210,
A25344121V210,
A25635471V210,
A25344131V210,
A25344141V210,
A25344151V210,
A2585371V210,
A2585381V210,
A25344161V210,
A25344171V210,
A25344191V210,
A2585391V210,
A25344201V210,
A25344211V210,
A25635481V210,
A25344221V210,
A25344231V210,
A25344241V210,
A25344251V210,
A25635491V210,
A251287261V210,
A25261171V210,
A25419841V210,
A25261191V210,
A25635621V210,
A25419851V210,
A25419861V210,
A251287611V070,
A25757321V210,
A25757331V210,
A251287661V210,
A251287841V210,
A25419881V070,
A251287911V070,
